Topic ID,Title,Fancy Title,Slug,Posts Count,Requested Amount,Status,Reply Count,Highest Post Number,Created At,Last Posted At,Views,Like Count,Tags,Last Poster Username,Category ID,posters,Original Poster ID
16679,[Beefy] [FINAL] [STIP - Round 1],[Beefy] [FINAL] [STIP - Round 1],beefy-final-stip-round-1,43,"9,00,000",Passed,17,43,21-09-2023 22:21,15-10-2023 14:40,2976,151,['proposal'],sahijeevan,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12669, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12401, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12748, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12831, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12648, 'primary_group_id': None, 'flair_group_id': None}]",12669
17408,[ZKasino] [FINAL] [STIP - Round 1],[ZKasino] [FINAL] [STIP - Round 1],zkasino-final-stip-round-1,26,"3,00,000",Failed,15,28,27-09-2023 18:56,13-10-2023 16:13,2276,23,['proposal'],0xetwas,14,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 13044, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11821, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7334, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",13044
17435,[Vertex Protocol] [FINAL] [STIP - Round 1],[Vertex Protocol] [FINAL] [STIP - Round 1],vertex-protocol-final-stip-round-1,71,"20,00,000",Passed,40,79,27-09-2023 20:51,13-10-2023 13:07,5821,175,[],LootCapital,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12501, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13201, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13294, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12228, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 12910, 'primary_group_id': None, 'flair_group_id': None}]",12501
17388,[Perennial Finance] [FINAL] [STIP - Round 1],[Perennial Finance] [FINAL] [STIP - Round 1],perennial-finance-final-stip-round-1,21,"7,50,000",Passed,6,21,27-09-2023 17:04,13-10-2023 10:27,2593,43,[],lewi,14,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 12607, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12710, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8179, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12607
17563,[Quadrat] [FINAL] [STIP - Round 1],[Quadrat] [FINAL] [STIP - Round 1],quadrat-final-stip-round-1,19,"10,00,000",Failed,7,19,28-09-2023 03:44,13-10-2023 01:42,1904,9,['proposal'],0xPlasma,14,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 11917, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11821, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",11917
17150,[iZUMi Finance] [FINAL] [STIP - Round 1],[iZUMi Finance] [FINAL] [STIP - Round 1],izumi-finance-final-stip-round-1,20,"2,00,000",Failed,7,20,26-09-2023 15:51,13-10-2023 00:46,2174,5,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12963, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6580, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12983, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12963
16732,[D2.finance] [FINAL] [STIP - Round 1],[D2.finance] [FINAL] [STIP - Round 1],d2-finance-final-stip-round-1,32,"5,00,000",Failed,16,33,22-09-2023 13:17,13-10-2023 00:43,2588,55,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 11830, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12741, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12708, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",11830
17198,[Curve] [FINAL] [STIP - Round 1],[Curve] [FINAL] [STIP - Round 1],curve-final-stip-round-1,25,"16,00,000",Passed,7,27,26-09-2023 21:33,13-10-2023 00:18,3195,38,['proposal'],DisruptionJoe,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12893, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 8179, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 7308, 'primary_group_id': None, 'flair_group_id': None}]",12893
17543,[UniDex] [FINAL] [STIP - Round 1],[UniDex] [FINAL] [STIP - Round 1],unidex-final-stip-round-1,34,"7,50,000",Failed,10,35,28-09-2023 02:58,13-10-2023 00:03,3517,146,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12986, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13113, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13131, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11825, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12986
17289,[Vaultka] [FINAL] [STIP - Round 1],[Vaultka] [FINAL] [STIP - Round 1],vaultka-final-stip-round-1,24,"6,00,000",Failed,10,24,27-09-2023 10:14,13-10-2023 00:02,2592,13,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12436, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 4461, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12436
17043,[WOOFi] [FINAL] [STIP - Round 1],[WOOFi] [FINAL] [STIP - Round 1],woofi-final-stip-round-1,25,"10,00,000",Passed,5,25,26-09-2023 02:05,12-10-2023 23:50,3251,41,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12331, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11825, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12331
17177,[Artichoke Protocol][FINAL][STIP - Round 1],[Artichoke Protocol][FINAL][STIP - Round 1],artichoke-protocol-final-stip-round-1,17,"3,70,000",Failed,7,17,26-09-2023 18:12,12-10-2023 23:42,1861,8,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12849, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 4461, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13360, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12849
17024,[CVI] [FINAL] [STIP - Round 1],[CVI] [FINAL] [STIP - Round 1],cvi-final-stip-round-1,12,"2,00,000",Passed,2,13,25-09-2023 22:23,12-10-2023 23:29,1749,14,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12649, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12945, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12973, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12649
17285,[Tales of Elleria] [FINAL] [STIP - Round 1],[Tales of Elleria] [FINAL] [STIP - Round 1],tales-of-elleria-final-stip-round-1,12,"50,000",Passed,1,12,27-09-2023 09:58,12-10-2023 22:32,2202,10,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12744, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13500, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12963, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12744
16709,[SpartaDEX] [FINAL] [STIP - Round 1],[SpartaDEX] [FINAL] [STIP - Round 1],spartadex-final-stip-round-1,64,"5,00,000",Failed,22,66,22-09-2023 09:14,12-10-2023 22:31,3625,226,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12693, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12747, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12401, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12693
16688,[NFTEarth] [FINAL] [STIP - Round 1],[NFTEarth] [FINAL] [STIP - Round 1],nftearth-final-stip-round-1,31,"1,95,000",Failed,29,53,22-09-2023 02:18,12-10-2023 22:30,3142,150,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12703, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 2073, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 10298, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 10318, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12703
16975,[ApolloX] [FINAL] [STIP - Round 1],[ApolloX] [FINAL] [STIP - Round 1],apollox-final-stip-round-1,16,"6,40,000",Failed,1,16,25-09-2023 15:04,12-10-2023 22:28,1902,15,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12879, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12436, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12401, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12879
16755,[WINR Protocol] [FINAL] [STIP - Round 1],[WINR Protocol] [FINAL] [STIP - Round 1],winr-protocol-final-stip-round-1,38,"5,00,000",Passed,16,40,22-09-2023 15:14,12-10-2023 22:28,4096,78,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12444, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12781, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7961, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12146, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12444
16909,[Arbidex] [FINAL] [STIP - Round 1],[Arbidex] [FINAL] [STIP - Round 1],arbidex-final-stip-round-1,13,"2,40,000",Failed,7,13,24-09-2023 20:25,12-10-2023 22:17,1856,12,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12844, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11737, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11821, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12382, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12844
17159,[RabbitHole] [FINAL] [STIP - Round 1],[RabbitHole] [FINAL] [STIP - Round 1],rabbithole-final-stip-round-1,20,"10,00,000",Passed,4,22,26-09-2023 16:30,12-10-2023 22:15,3856,23,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12789, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11821, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 2689, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12789
16720,[ALAYA] [FINAL] [STIP - Round 1],[ALAYA] [FINAL] [STIP - Round 1],alaya-final-stip-round-1,26,"5,00,000",Failed,25,39,22-09-2023 10:27,12-10-2023 22:03,2256,18,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12722, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12382, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12401, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12722
16818,[Dolomite] [FINAL] [STIP - Round 1],[Dolomite] [FINAL] [STIP - Round 1],dolomite-final-stip-round-1,38,"10,00,000",Passed,11,38,23-09-2023 03:06,12-10-2023 21:59,4061,79,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12438, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12818, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12963, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12438
17039,[Wombat Exchange] [FINAL] [STIP - Round 1],[Wombat Exchange] [FINAL] [STIP - Round 1],wombat-exchange-final-stip-round-1,27,"7,50,000",Failed,7,29,26-09-2023 01:10,12-10-2023 21:50,2180,32,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12861, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12519, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13394, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12861
17194,[Rysk] [FINAL] [STIP - Round 1],[Rysk] [FINAL] [STIP - Round 1],rysk-final-stip-round-1,27,"5,00,000",Passed,9,28,26-09-2023 21:06,12-10-2023 21:48,2705,142,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 7674, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7486, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11825, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",7674
17557,[Tally] [FINAL] [STIP - Round 1],[Tally] [FINAL] [STIP - Round 1],tally-final-stip-round-1,22,"2,00,000",Passed,8,23,28-09-2023 03:29,12-10-2023 17:11,2519,28,[],Frisson,14,"[{'extras': 'latest', 'description': 'Original Poster, Most Recent Poster', 'user_id': 4807, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12710, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",4807
17035,[Chronos Finance] [FINAL] [STIP - Round 1],[Chronos Finance] [FINAL] [STIP - Round 1],chronos-finance-final-stip-round-1,70,"5,25,000",Failed,54,75,25-09-2023 23:47,12-10-2023 16:55,4360,81,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12488, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12957, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7961, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12488
16579,[Frax Finance] [FINAL] [STIP - Round 1],[Frax Finance] [FINAL] [STIP - Round 1],frax-finance-final-stip-round-1,34,"15,00,000",Passed,7,36,20-09-2023 17:29,12-10-2023 16:46,4249,103,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12574, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7334, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 7603, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12574
17014,[DefiEdge] [FINAL] [STIP - Round 1],[DefiEdge] [FINAL] [STIP - Round 1],defiedge-final-stip-round-1,24,"2,00,000",Passed,9,24,25-09-2023 20:09,12-10-2023 16:44,2100,30,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12896, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12401, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12896
16924,[QiDao] [FINAL] [STIP - Round 1],[QiDao] [FINAL] [STIP - Round 1],qidao-final-stip-round-1,31,"5,00,000",Failed,16,31,25-09-2023 03:46,12-10-2023 16:43,2413,83,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 11203, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12831, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12606, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",11203
17344,[Timeswap] [FINAL] [STIP - Round 1],[Timeswap] [FINAL] [STIP - Round 1],timeswap-final-stip-round-1,26,"2,00,000",Passed,6,26,27-09-2023 14:45,12-10-2023 16:43,2862,71,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12925, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13555, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12710, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12925
17136,[PancakeSwap] [FINAL] [STIP - Round 1],[PancakeSwap] [FINAL] [STIP - Round 1],pancakeswap-final-stip-round-1,38,"2,00,000",Passed,17,38,26-09-2023 14:57,12-10-2023 16:41,3180,76,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12493, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11821, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11977, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 11825, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12493
16936,[LOGX] [FINAL] [STIP - Round 1],[LOGX] [FINAL] [STIP - Round 1],logx-final-stip-round-1,16,"7,50,000",Failed,7,16,25-09-2023 07:03,12-10-2023 16:28,1524,19,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12814, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12856, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12909, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12814
17226,[KeplerHomes] [FINAL] [STIP - Round 1],[KeplerHomes] [FINAL] [STIP - Round 1],keplerhomes-final-stip-round-1,11,"9,60,000",Failed,2,12,27-09-2023 03:42,12-10-2023 16:27,1279,6,[],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12460, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 13002, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12460
17192,[Prime Protocol] [FINAL] [STIP - Round 1],[Prime Protocol] [FINAL] [STIP - Round 1],prime-protocol-final-stip-round-1,12,"3,00,000",Passed,6,13,26-09-2023 20:18,12-10-2023 16:25,1508,4,['proposal'],ITUblockchain,14,"[{'extras': None, 'description': 'Original Poster', 'user_id': 12983, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12401, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 6319, 'primary_group_id': None, 'flair_group_id': None}, {'extras': None, 'description': 'Frequent Poster', 'user_id': 12183, 'primary_group_id': None, 'flair_group_id': None}, {'extras': 'latest', 'description': 'Most Recent Poster', 'user_id': 3964, 'primary_group_id': None, 'flair_group_id': None}]",12983
